DBN,Number of Test Takers,TOTAL REGISTER.max,AVERAGE CLASS SIZE.max,SIZE OF SMALLEST CLASS.max,SIZE OF LARGEST CLASS.max,SCHOOLWIDE PUPIL-TEACHER RATIO.max,TOTAL REGISTER.min,AVERAGE CLASS SIZE.min,SIZE OF SMALLEST CLASS.min,SIZE OF LARGEST CLASS.min,SCHOOLWIDE PUPIL-TEACHER RATIO.min,TOTAL REGISTER.mean,AVERAGE CLASS SIZE.mean,SIZE OF SMALLEST CLASS.mean,SIZE OF LARGEST CLASS.mean,SCHOOLWIDE PUPIL-TEACHER RATIO.mean,SCHOOLWIDE PUPIL-TEACHER RATIO,DISTRICT,PEER INDEX*,2009-2010 OVERALL SCORE,2009-2010 ENVIRONMENT CATEGORY SCORE,2009-2010 PERFORMANCE CATEGORY SCORE,2009-2010 PROGRESS CATEGORY SCORE,2009-2010 ADDITIONAL CREDIT,COUNT PARTICIPANTS,COUNT FEMALE,PERCENT FEMALE,COUNT MALE,PERCENT MALE,COUNT GENDER UNKNOWN,PERCENT GENDER UNKNOWN,COUNT GENDER TOTAL,PERCENT GENDER TOTAL,COUNT PACIFIC ISLANDER,COUNT HISPANIC LATINO,PERCENT HISPANIC LATINO,COUNT AMERICAN INDIAN,PERCENT AMERICAN INDIAN,COUNT ASIAN NON HISPANIC,PERCENT ASIAN NON HISPANIC,COUNT WHITE NON HISPANIC,PERCENT WHITE NON HISPANIC,COUNT BLACK NON HISPANIC,PERCENT BLACK NON HISPANIC,COUNT OTHER ETHNICITY,PERCENT OTHER ETHNICITY,COUNT ETHNICITY UNKNOWN,PERCENT ETHNICITY UNKNOWN,COUNT ETHNICITY TOTAL,PERCENT ETHNICITY TOTAL,COUNT PERMANENT RESIDENT ALIEN,PERCENT PERMANENT RESIDENT ALIEN,COUNT US CITIZEN,PERCENT US CITIZEN,COUNT OTHER CITIZEN STATUS,PERCENT OTHER CITIZEN STATUS,COUNT CITIZEN STATUS UNKNOWN,PERCENT CITIZEN STATUS UNKNOWN,COUNT CITIZEN STATUS TOTAL,PERCENT CITIZEN STATUS TOTAL,COUNT RECEIVES PUBLIC ASSISTANCE,PERCENT RECEIVES PUBLIC ASSISTANCE,COUNT NRECEIVES PUBLIC ASSISTANCE,PERCENT NRECEIVES PUBLIC ASSISTANCE,COUNT PUBLIC ASSISTANCE UNKNOWN,PERCENT PUBLIC ASSISTANCE UNKNOWN,COUNT PUBLIC ASSISTANCE TOTAL,PERCENT PUBLIC ASSISTANCE TOTAL,YTD % Attendance (Avg),YTD Enrollment(Avg),2009-2010 OVERALL GRADE_is_nan,2009-2010 OVERALL GRADE_is_A,2009-2010 OVERALL GRADE_is_B,2009-2010 OVERALL GRADE_is_C,2009-2010 OVERALL GRADE_is_D,2009-2010 OVERALL GRADE_is_F,2009-2010 ENVIRONMENT GRADE_is_nan,2009-2010 ENVIRONMENT GRADE_is_A,2009-2010 ENVIRONMENT GRADE_is_B,2009-2010 ENVIRONMENT GRADE_is_C,2009-2010 ENVIRONMENT GRADE_is_D,2009-2010 ENVIRONMENT GRADE_is_F,2009-2010 PERFORMANCE GRADE_is_nan,2009-2010 PERFORMANCE GRADE_is_A,2009-2010 PERFORMANCE GRADE_is_B,2009-2010 PERFORMANCE GRADE_is_C,2009-2010 PERFORMANCE GRADE_is_D,2009-2010 PERFORMANCE GRADE_is_F,2009-2010 PROGRESS GRADE_is_nan,2009-2010 PROGRESS GRADE_is_A,2009-2010 PROGRESS GRADE_is_B,2009-2010 PROGRESS GRADE_is_C,2009-2010 PROGRESS GRADE_is_D,2009-2010 PROGRESS GRADE_is_F,2008-09 PROGRESS REPORT GRADE_is_nan,2008-09 PROGRESS REPORT GRADE_is_A,2008-09 PROGRESS REPORT GRADE_is_B,2008-09 PROGRESS REPORT GRADE_is_C,2008-09 PROGRESS REPORT GRADE_is_D,2008-09 PROGRESS REPORT GRADE_is_F
K477,82,451.0,34.0,34.0,35.0,16.4,18.0,18.0,11.0,18.0,16.4,135.75,29.6392857143,26.4285714286,31.9642857143,16.4,16.4,14.0,2.53,40.7,3.8,8.0,27.4,1.5,47,34,0.72,13,0.28,0,0,47,100,0,2,0.04,0,0.0,1,0.02,41,0.87,1,0.02,2,0.04,0,0.0,47,99,0,0.0,47,1.0,0,0.0,0,0,47,100,31,0.66,16,0.34,0,0,47,100,89.41,20181,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
K478,80,414.0,34.0,34.0,58.0,16.6,20.0,16.5,10.0,20.0,16.6,152.071428571,27.9428571429,22.5,32.5714285714,16.6,16.6,14.0,2.54,88.7,8.8,25.0,41.4,13.5,47,34,0.72,13,0.28,0,0,47,100,0,2,0.04,0,0.0,1,0.02,41,0.87,1,0.02,2,0.04,0,0.0,47,99,0,0.0,47,1.0,0,0.0,0,0,47,100,31,0.66,16,0.34,0,0,47,100,89.41,20181,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
K488,44,142.0,30.0,30.0,30.0,12.1,25.0,12.7,10.0,14.0,12.1,56.04,22.684,19.36,25.2,12.1,12.1,14.0,2.41,74.1,10.6,22.9,33.1,7.5,47,34,0.72,13,0.28,0,0,47,100,0,2,0.04,0,0.0,1,0.02,41,0.87,1,0.02,2,0.04,0,0.0,47,99,0,0.0,47,1.0,0,0.0,0,0,47,100,31,0.66,16,0.34,0,0,47,100,89.41,20181,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
K558,44,146.0,33.0,33.0,33.0,16.4,20.0,14.5,10.0,17.0,16.4,51.9310344828,25.9137931034,23.5172413793,28.5517241379,16.4,16.4,14.0,2.45,100.2,12.6,17.1,60.0,10.5,47,34,0.72,13,0.28,0,0,47,100,0,2,0.04,0,0.0,1,0.02,41,0.87,1,0.02,2,0.04,0,0.0,47,99,0,0.0,47,1.0,0,0.0,0,0,47,100,31,0.66,16,0.34,0,0,47,100,89.41,20181,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
K561,58,229.0,31.0,31.0,34.0,13.7,20.0,20.0,16.0,20.0,13.7,71.5185185185,25.6703703704,22.7407407407,28.3333333333,13.7,13.7,14.0,2.64,101.7,13.1,20.9,58.7,9.0,47,34,0.72,13,0.28,0,0,47,100,0,2,0.04,0,0.0,1,0.02,41,0.87,1,0.02,2,0.04,0,0.0,47,99,0,0.0,47,1.0,0,0.0,0,0,47,100,31,0.66,16,0.34,0,0,47,100,89.41,20181,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
K610,73,406.0,35.0,35.0,36.0,14.0,28.0,19.3,11.0,28.0,14.0,123.16,28.464,22.88,32.72,14.0,14.0,14.0,2.02,52.5,5.9,14.0,29.6,3.0,47,34,0.72,13,0.28,0,0,47,100,0,2,0.04,0,0.0,1,0.02,41,0.87,1,0.02,2,0.04,0,0.0,47,99,0,0.0,47,1.0,0,0.0,0,0,47,100,31,0.66,16,0.34,0,0,47,100,89.41,20181,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
K685,16,255.0,20.5,19.0,22.0,13.8,19.0,16.0,12.0,16.0,13.8,64.7692307692,18.4,16.9230769231,19.6153846154,13.8,13.8,14.0,2.09,92.6,13.0,18.5,53.6,7.5,47,34,0.72,13,0.28,0,0,47,100,0,2,0.04,0,0.0,1,0.02,41,0.87,1,0.02,2,0.04,0,0.0,47,99,0,0.0,47,1.0,0,0.0,0,0,47,100,31,0.66,16,0.34,0,0,47,100,89.41,20181,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
K429,50,92.0,32.0,32.0,32.0,12.0,5.0,2.5,2.0,3.0,12.0,30.6666666667,19.1090909091,18.3333333333,19.9393939394,12.0,12.0,15.0,2.24,34.5,6.8,12.6,15.1,0.0,63,51,0.81,12,0.19,0,0,63,100,0,2,0.03,0,0.0,1,0.02,47,0.75,5,0.08,8,0.13,0,0.0,63,100,3,0.05,60,0.95,0,0.0,0,0,63,100,23,0.37,40,0.63,0,0,63,100,91.27,26786,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
K448,63,192.0,35.0,34.0,40.0,11.7,7.0,7.0,7.0,7.0,11.7,73.75,24.9636363636,22.0454545455,27.6363636364,11.7,11.7,15.0,2.14,73.7,9.3,25.0,33.4,6.0,63,51,0.81,12,0.19,0,0,63,100,0,2,0.03,0,0.0,1,0.02,47,0.75,5,0.08,8,0.13,0,0.0,63,100,3,0.05,60,0.95,0,0.0,0,0,63,100,23,0.37,40,0.63,0,0,63,100,91.27,26786,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
K462,50,346.0,33.0,31.0,34.0,12.6,6.0,6.0,6.0,6.0,12.6,65.1764705882,20.3088235294,17.5294117647,22.4705882353,12.6,12.6,15.0,2.51,51.1,8.6,12.2,28.8,1.5,63,51,0.81,12,0.19,0,0,63,100,0,2,0.03,0,0.0,1,0.02,47,0.75,5,0.08,8,0.13,0,0.0,63,100,3,0.05,60,0.95,0,0.0,0,0,63,100,23,0.37,40,0.63,0,0,63,100,91.27,26786,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
K463,75,239.0,31.5,30.0,33.0,13.0,8.0,3.3,3.0,4.0,13.0,67.5833333333,20.8416666667,17.25,24.3333333333,13.0,13.0,15.0,2.34,68.3,7.7,16.9,43.7,0.0,63,51,0.81,12,0.19,0,0,63,100,0,2,0.03,0,0.0,1,0.02,47,0.75,5,0.08,8,0.13,0,0.0,63,100,3,0.05,60,0.95,0,0.0,0,0,63,100,23,0.37,40,0.63,0,0,63,100,91.27,26786,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
K464,65,205.0,32.0,32.0,33.0,13.6,6.0,6.0,6.0,6.0,13.6,65.7777777778,22.6444444444,21.2592592593,24.0,13.6,13.6,15.0,2.28,47.3,8.9,15.2,23.2,0.0,63,51,0.81,12,0.19,0,0,63,100,0,2,0.03,0,0.0,1,0.02,47,0.75,5,0.08,8,0.13,0,0.0,63,100,3,0.05,60,0.95,0,0.0,0,0,63,100,23,0.37,40,0.63,0,0,63,100,91.27,26786,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
K497,45,169.0,31.5,31.0,33.0,12.7,9.0,9.0,9.0,9.0,12.7,59.1666666667,18.0833333333,15.375,20.7916666667,12.7,12.7,15.0,2.31,67.3,6.2,15.2,44.4,1.5,63,51,0.81,12,0.19,0,0,63,100,0,2,0.03,0,0.0,1,0.02,47,0.75,5,0.08,8,0.13,0,0.0,63,100,3,0.05,60,0.95,0,0.0,0,0,63,100,23,0.37,40,0.63,0,0,63,100,91.27,26786,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
K519,44,436.0,61.0,61.0,61.0,14.4,12.0,12.0,10.0,12.0,14.4,92.4848484848,25.2636363636,21.6060606061,28.2121212121,14.4,14.4,15.0,1.93,65.6,8.5,13.0,39.6,4.5,63,51,0.81,12,0.19,0,0,63,100,0,2,0.03,0,0.0,1,0.02,47,0.75,5,0.08,8,0.13,0,0.0,63,100,3,0.05,60,0.95,0,0.0,0,0,63,100,23,0.37,40,0.63,0,0,63,100,91.27,26786,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
K530,17,188.0,35.0,35.0,39.0,15.7,12.0,11.0,10.0,12.0,15.7,67.5862068966,22.8965517241,20.0,25.5862068966,15.7,15.7,15.0,2.03,48.0,7.5,8.3,27.7,4.5,63,51,0.81,12,0.19,0,0,63,100,0,2,0.03,0,0.0,1,0.02,47,0.75,5,0.08,8,0.13,0,0.0,63,100,3,0.05,60,0.95,0,0.0,0,0,63,100,23,0.37,40,0.63,0,0,63,100,91.27,26786,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
K656,71,408.0,31.4,28.0,34.0,17.2,26.0,20.0,13.0,24.0,17.2,192.6875,26.29375,18.9375,32.25,17.2,17.2,15.0,2.87,56.5,8.4,10.1,38.0,0.0,63,51,0.81,12,0.19,0,0,63,100,0,2,0.03,0,0.0,1,0.02,47,0.75,5,0.08,8,0.13,0,0.0,63,100,3,0.05,60,0.95,0,0.0,0,0,63,100,23,0.37,40,0.63,0,0,63,100,91.27,26786,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
K393,29,123.0,30.0,30.0,31.0,14.1,18.0,18.0,14.0,18.0,14.1,57.7297297297,23.5783783784,21.6216216216,25.3243243243,14.1,14.1,16.0,2.44,62.6,6.2,17.9,37.0,1.5,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,85.55,10196,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
K455,143,1680.0,34.0,34.0,37.0,14.5,14.0,11.4,10.0,13.0,14.5,271.696969697,21.1878787879,14.2424242424,26.1818181818,14.5,14.5,16.0,1.79,49.4,6.7,8.7,34.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,85.55,10196,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
K498,34,291.0,33.7,33.0,35.0,20.9,11.0,11.0,10.0,11.0,20.9,102.3,22.38,17.6,26.6,20.9,20.9,16.0,1.97,78.5,11.7,15.7,48.1,3.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,85.55,10196,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
K382,50,241.0,35.0,35.0,35.0,15.6,11.0,5.5,3.0,8.0,15.6,65.5294117647,24.7705882353,22.4117647059,27.3823529412,15.6,15.6,17.0,2.51,60.4,5.8,22.7,25.9,6.0,100,75,0.75,25,0.25,0,0,100,100,0,0,0.0,0,0.0,0,0.0,84,0.84,9,0.09,7,0.07,0,0.0,100,100,1,0.01,99,0.99,0,0.0,0,0,100,100,36,0.36,64,0.64,0,0,100,100,89.67,26551,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
K408,31,257.0,30.0,28.0,35.0,16.0,20.0,20.0,12.0,20.0,16.0,85.3529411765,25.8470588235,21.0588235294,29.8823529412,16.0,16.0,17.0,2.35,44.6,5.2,14.9,24.5,0.0,100,75,0.75,25,0.25,0,0,100,100,0,0,0.0,0,0.0,0,0.0,84,0.84,9,0.09,7,0.07,0,0.0,100,100,1,0.01,99,0.99,0,0.0,0,0,100,100,36,0.36,64,0.64,0,0,100,100,89.67,26551,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
K524,32,219.0,24.3,24.0,26.0,13.4,10.0,10.0,10.0,10.0,13.4,111.5,17.9833333333,16.0,19.8333333333,13.4,13.4,17.0,2.15,66.7,13.0,11.2,41.0,1.5,100,75,0.75,25,0.25,0,0,100,100,0,0,0.0,0,0.0,0,0.0,84,0.84,9,0.09,7,0.07,0,0.0,100,100,1,0.01,99,0.99,0,0.0,0,0,100,100,36,0.36,64,0.64,0,0,100,100,89.67,26551,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
K528,81,267.0,34.0,34.0,34.0,13.9,27.0,17.7,11.0,22.0,13.9,97.4,27.24,22.65,31.3,13.9,13.9,17.0,2.28,56.2,6.3,15.3,34.6,0.0,100,75,0.75,25,0.25,0,0,100,100,0,0,0.0,0,0.0,0,0.0,84,0.84,9,0.09,7,0.07,0,0.0,100,100,1,0.01,99,0.99,0,0.0,0,0,100,100,36,0.36,64,0.64,0,0,100,100,89.67,26551,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
K531,21,133.0,36.0,36.0,36.0,15.4,19.0,15.7,8.0,19.0,15.4,56.84375,27.296875,25.3125,29.3125,15.4,15.4,17.0,2.21,78.0,14.0,18.0,40.0,6.0,100,75,0.75,25,0.25,0,0,100,100,0,0,0.0,0,0.0,0,0.0,84,0.84,9,0.09,7,0.07,0,0.0,100,100,1,0.01,99,0.99,0,0.0,0,0,100,100,36,0.36,64,0.64,0,0,100,100,89.67,26551,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
K533,25,184.0,29.0,29.0,29.0,12.0,12.0,12.0,11.0,12.0,12.0,47.1794871795,22.4743589744,20.5641025641,24.0769230769,12.0,12.0,17.0,2.26,57.3,6.5,18.1,29.7,3.0,100,75,0.75,25,0.25,0,0,100,100,0,0,0.0,0,0.0,0,0.0,84,0.84,9,0.09,7,0.07,0,0.0,100,100,1,0.01,99,0.99,0,0.0,0,0,100,100,36,0.36,64,0.64,0,0,100,100,89.67,26551,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
K537,71,351.0,33.0,33.0,36.0,16.2,15.0,15.0,10.0,15.0,16.2,98.25,23.5208333333,19.7083333333,27.8333333333,16.2,16.2,17.0,2.15,57.1,8.2,14.3,31.6,3.0,100,75,0.75,25,0.25,0,0,100,100,0,0,0.0,0,0.0,0,0.0,84,0.84,9,0.09,7,0.07,0,0.0,100,100,1,0.01,99,0.99,0,0.0,0,0,100,100,36,0.36,64,0.64,0,0,100,100,89.67,26551,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
K539,54,232.0,33.1,33.0,34.0,15.1,12.0,12.0,12.0,12.0,15.1,71.24,23.976,20.68,26.6,15.1,15.1,17.0,2.12,86.0,11.2,18.5,51.8,4.5,100,75,0.75,25,0.25,0,0,100,100,0,0,0.0,0,0.0,0,0.0,84,0.84,9,0.09,7,0.07,0,0.0,100,100,1,0.01,99,0.99,0,0.0,0,0,100,100,36,0.36,64,0.64,0,0,100,100,89.67,26551,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
K543,68,264.0,29.5,28.0,33.0,17.3,23.0,20.6,15.0,22.0,17.3,127.4,23.4866666667,19.2666666667,26.6666666667,17.3,17.3,17.0,3.23,79.2,11.3,19.2,45.7,3.0,100,75,0.75,25,0.25,0,0,100,100,0,0,0.0,0,0.0,0,0.0,84,0.84,9,0.09,7,0.07,0,0.0,100,100,1,0.01,99,0.99,0,0.0,0,0,100,100,36,0.36,64,0.64,0,0,100,100,89.67,26551,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
K544,49,260.0,34.0,34.0,34.0,17.0,6.0,6.0,6.0,6.0,17.0,67.75,21.015625,17.84375,23.5625,17.0,17.0,17.0,2.27,47.7,7.1,15.3,25.3,0.0,100,75,0.75,25,0.25,0,0,100,100,0,0,0.0,0,0.0,0,0.0,84,0.84,9,0.09,7,0.07,0,0.0,100,100,1,0.01,99,0.99,0,0.0,0,0,100,100,36,0.36,64,0.64,0,0,100,100,89.67,26551,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
K546,83,216.0,27.0,27.0,31.0,16.3,31.0,15.5,11.0,17.0,16.3,90.0588235294,22.3411764706,17.8235294118,25.9411764706,16.3,16.3,17.0,2.98,82.2,11.4,18.4,49.4,3.0,100,75,0.75,25,0.25,0,0,100,100,0,0,0.0,0,0.0,0,0.0,84,0.84,9,0.09,7,0.07,0,0.0,100,100,1,0.01,99,0.99,0,0.0,0,0,100,100,36,0.36,64,0.64,0,0,100,100,89.67,26551,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
K547,45,195.0,31.0,30.0,32.0,14.2,16.0,13.5,10.0,16.0,14.2,72.6785714286,22.9928571429,19.6428571429,26.1071428571,14.2,14.2,17.0,2.45,71.7,11.3,17.7,36.7,6.0,100,75,0.75,25,0.25,0,0,100,100,0,0,0.0,0,0.0,0,0.0,84,0.84,9,0.09,7,0.07,0,0.0,100,100,1,0.01,99,0.99,0,0.0,0,0,100,100,36,0.36,64,0.64,0,0,100,100,89.67,26551,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
K548,37,126.0,34.0,34.0,34.0,14.9,20.0,15.5,13.0,16.0,14.9,59.4074074074,24.1740740741,21.7777777778,26.7777777778,14.9,14.9,17.0,2.45,77.3,9.1,22.4,41.3,4.5,100,75,0.75,25,0.25,0,0,100,100,0,0,0.0,0,0.0,0,0.0,84,0.84,9,0.09,7,0.07,0,0.0,100,100,1,0.01,99,0.99,0,0.0,0,0,100,100,36,0.36,64,0.64,0,0,100,100,89.67,26551,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
K590,113,792.0,29.5,25.0,36.0,20.2,25.0,12.5,8.0,15.0,20.2,202.47826087,22.947826087,16.0434782609,29.5217391304,20.2,20.2,17.0,3.32,69.4,7.4,16.2,45.8,0.0,100,75,0.75,25,0.25,0,0,100,100,0,0,0.0,0,0.0,0,0.0,84,0.84,9,0.09,7,0.07,0,0.0,100,100,1,0.01,99,0.99,0,0.0,0,0,100,100,36,0.36,64,0.64,0,0,100,100,89.67,26551,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
K600,282,810.0,34.0,34.0,39.0,16.0,20.0,20.0,11.0,20.0,16.0,259.148148148,27.9740740741,21.9259259259,31.3333333333,16.0,16.0,17.0,2.55,49.4,8.7,12.5,28.2,0.0,100,75,0.75,25,0.25,0,0,100,100,0,0,0.0,0,0.0,0,0.0,84,0.84,9,0.09,7,0.07,0,0.0,100,100,1,0.01,99,0.99,0,0.0,0,0,100,100,36,0.36,64,0.64,0,0,100,100,89.67,26551,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
K625,121,312.0,33.7,33.0,37.0,17.1,12.0,12.0,10.0,12.0,17.1,104.366666667,22.2433333333,18.0333333333,25.1666666667,17.1,17.1,17.0,1.83,55.4,6.5,12.7,36.2,0.0,100,75,0.75,25,0.25,0,0,100,100,0,0,0.0,0,0.0,0,0.0,84,0.84,9,0.09,7,0.07,0,0.0,100,100,1,0.01,99,0.99,0,0.0,0,0,100,100,36,0.36,64,0.64,0,0,100,100,89.67,26551,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
K415,42,125.0,20.8,18.0,33.0,13.5,10.0,10.0,10.0,10.0,13.5,38.2222222222,14.6444444444,12.6666666667,17.0,13.5,13.5,18.0,,,,,,,19,14,0.74,5,0.26,0,0,19,100,0,2,0.11,0,0.0,1,0.05,3,0.16,11,0.58,2,0.11,0,0.0,19,100,2,0.11,17,0.89,0,0.0,0,0,19,100,1,0.05,18,0.95,0,0,19,100,89.83,18641,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
K500,128,313.0,28.8,22.0,37.0,17.6,11.0,10.0,10.0,10.0,17.6,113.333333333,20.7388888889,15.6666666667,24.7222222222,17.6,17.6,18.0,,,,,,,19,14,0.74,5,0.26,0,0,19,100,0,2,0.11,0,0.0,1,0.05,3,0.16,11,0.58,2,0.11,0,0.0,19,100,2,0.11,17,0.89,0,0.0,0,0,19,100,1,0.05,18,0.95,0,0,19,100,89.83,18641,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
K515,29,60.0,21.0,21.0,27.0,7.3,5.0,5.0,5.0,5.0,7.3,23.8181818182,14.1818181818,12.5454545455,15.6363636364,7.3,7.3,18.0,,,,,,,19,14,0.74,5,0.26,0,0,19,100,0,2,0.11,0,0.0,1,0.05,3,0.16,11,0.58,2,0.11,0,0.0,19,100,2,0.11,17,0.89,0,0.0,0,0,19,100,1,0.05,18,0.95,0,0,19,100,89.83,18641,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
K409,61,151.0,26.0,26.0,30.0,14.8,10.0,10.0,10.0,10.0,14.8,71.8,22.232,19.84,24.64,14.8,14.8,19.0,2.93,59.2,8.4,14.7,36.1,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,87.81,25632,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
K420,140,289.0,31.0,31.0,36.0,13.8,11.0,11.0,10.0,11.0,13.8,86.5454545455,21.4272727273,17.3636363636,24.9090909091,13.8,13.8,19.0,,,,,,,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,87.81,25632,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
K502,29,262.0,41.0,41.0,41.0,18.2,10.0,10.0,10.0,10.0,18.2,61.6666666667,25.3212121212,23.303030303,27.1818181818,18.2,18.2,19.0,2.16,56.2,7.9,10.6,37.7,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,87.81,25632,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
